applicant_id,annual_income,monthly_expenses,credit_score,existing_loans,total_existing_loan_amount,outstanding_debt,bank_acc_history
5143,50102,2769,794,0,44659,15483,5
5144,37971,1696,524,2,33146,24661,7
5145,71246,606,820,2,45935,24903,6
5146,50576,3853,495,1,37108,17502,5
5147,138429,1030,736,1,27468,1017,9
5148,35514,1677,522,0,44034,23922,1
5149,112704,2378,823,2,18340,16063,1
5150,111744,1786,747,2,20787,16477,9
5151,54697,3913,748,2,30758,25643,1
5152,85978,1880,756,2,35371,28881,1
5153,33749,3085,439,1,2141,29031,3
5154,56108,3858,569,2,16878,6056,4
5155,115996,2594,809,1,9005,9056,4
5156,91360,917,825,0,48698,26660,6
5157,145907,4001,749,1,13293,12486,9
5158,26743,1921,309,2,39615,7442,5
5159,51477,4190,837,1,48879,28076,3
5160,99794,1509,718,0,26388,11585,5
5161,90375,858,738,1,45416,11971,7
5162,68755,4267,823,2,40471,6995,7
5163,105590,4655,755,0,31364,8989,9
5164,114690,827,708,0,10248,24922,2
5165,75698,4119,810,2,38366,5903,1
5166,36152,1862,556,2,15138,15626,0
5167,87217,3370,821,1,38210,14508,7
5168,71646,4741,787,0,1758,18656,9
5169,107441,2212,804,2,37488,18432,9
5170,46085,1896,319,2,20876,2190,6
5171,79561,940,755,1,43696,28294,5
5172,122662,1834,794,1,30735,3944,2
5173,65263,1172,711,1,35223,15495,9
5174,111284,1954,753,2,6232,12887,6
5175,127217,1365,779,1,37905,772,9
5176,45804,3588,406,2,30529,10954,6
5177,35758,1228,390,2,40639,19751,8
5178,59408,1956,700,1,25002,10822,2
5179,99746,3386,797,2,15881,14828,3
5180,56116,3486,375,2,47438,22419,3
5181,123745,3856,763,1,44900,28710,3
5182,63962,1346,584,2,48819,16107,7
5183,105630,3161,761,1,49795,29074,2
5184,28178,2493,533,1,31081,25011,3
5185,57160,3225,422,1,13468,21807,4
5186,37981,1424,311,1,27195,24050,4
5187,98219,1223,799,0,10291,24971,2
5188,99913,3170,725,2,42091,4479,0
5189,53607,571,349,2,41827,22960,6
5190,56741,2330,712,2,30776,16060,9
5191,61500,2791,725,2,6427,27762,9
5192,36710,4223,471,2,18316,19028,5
5193,38381,2668,496,1,26645,819,9
5194,51626,3716,591,2,35954,18487,3
5195,130582,4242,753,1,44083,687,0
5196,24808,1605,479,2,41420,11958,5
5197,51506,1653,532,1,25421,4726,3
5198,125666,4497,735,0,7130,14883,0
5199,57201,4115,767,0,44827,27368,5
5200,149735,848,786,1,28865,6569,8
5201,109478,3782,757,1,27254,27149,4
5202,59617,2252,450,2,26616,16538,9
5203,146383,2163,802,2,23702,23553,7
5204,58525,4096,569,0,20461,25179,8
5205,65000,3535,351,2,12363,2810,6
5206,105394,706,792,1,13989,14045,3
5207,58148,2816,431,2,24659,27164,7
5208,50520,1513,753,0,44432,3257,7
5209,49663,2557,364,0,13158,25806,9
5210,51918,3744,757,1,27324,19187,7
5211,25847,3756,463,0,46526,26963,2
5212,85178,4910,784,1,5989,14686,6
5213,93676,1523,800,1,18541,12699,8
5214,49914,740,414,0,5441,5561,3
5215,148090,3020,703,1,32726,13209,6
5216,120727,3408,727,2,24963,2496,0
5217,134153,4934,706,2,40146,9625,5
5218,60563,3488,346,0,47393,29493,3
5219,79059,954,841,0,49926,11338,6
5220,113603,2918,706,2,4731,15807,5
5221,53350,2161,769,1,36846,25758,5
5222,110729,1914,773,0,16731,5234,4
5223,115748,2244,709,2,33202,2839,6
5224,69155,3642,821,0,12274,13542,6
5225,111237,2579,764,0,29571,25049,0
5226,119241,2500,754,0,10686,21052,4
5227,54179,2146,844,2,5815,4682,5
5228,36627,4030,464,2,14722,11222,2
5229,69601,1924,807,0,29113,3046,4
5230,133856,4452,801,2,46364,15694,4
5231,59456,4769,721,0,41074,25670,7
5232,73449,3526,807,1,33226,23208,3
5233,53317,4555,313,2,22869,26451,3
5234,67226,1467,738,0,11117,18956,1
5235,83206,4780,812,0,26573,25418,5
5236,114856,3792,831,0,9814,27079,9
5237,108057,4978,805,0,15429,25302,7
5238,143107,3887,783,1,3294,6897,1
5239,72129,2743,736,0,24044,29384,9
5240,92070,4797,840,2,47927,28020,0
5241,67405,3928,500,1,15138,20220,4
5242,129756,2250,824,1,2671,2236,4
5243,133225,3308,761,1,29596,7461,3
5244,42681,1548,415,2,3950,29224,3
5245,21337,2517,501,0,26869,7648,2
5246,76776,2200,796,0,27961,7311,0
5247,52361,1259,413,2,35478,10058,0
5248,60354,2899,485,1,44399,763,9
5249,77139,1702,842,2,17198,24213,3
5250,120065,2369,742,2,24884,19260,7
5251,60757,2110,777,2,10841,6024,5
5252,43728,531,397,2,30323,28880,5
5253,143893,2639,794,1,11111,19849,2
5254,141159,4499,755,2,19333,8068,6
5255,49773,1868,395,0,2518,29211,4
5256,139392,4089,706,2,3599,11932,6
5257,60110,830,737,0,22312,2979,7
5258,85391,3290,804,0,19542,15620,0
5259,62054,3581,800,0,47824,9310,5
5260,37099,781,414,0,11080,23642,3
5261,93995,4357,728,1,44213,9288,1
5262,69851,1854,538,0,36196,17686,3
5263,64716,2301,820,0,41830,19932,6
5264,125614,4837,803,2,21299,29044,5
5265,40343,2078,536,1,36292,7582,9
5266,142861,1700,797,1,48669,2079,1
5267,142587,577,783,0,10447,22070,0
5268,61788,4608,843,0,39201,28983,0
5269,30453,4672,370,1,826,2219,7
5270,75420,3694,757,1,3568,11007,3
5271,60818,588,804,0,23072,27971,5
5272,111757,811,815,1,1523,23007,5
5273,73277,3739,831,1,21482,27002,9
5274,45627,1669,542,2,18830,2746,5
5275,130437,1463,780,2,7469,25616,2
5276,148778,1620,837,0,46162,16754,5
5277,94010,2691,788,1,31974,23780,7
5278,114733,4981,793,2,7803,29856,5
5279,25791,2428,465,0,17015,27360,0
5280,107560,4222,707,1,13627,21392,2
5281,32060,3506,584,1,20915,16550,7
5282,121441,4620,773,0,36017,12712,6
5283,96744,3906,808,1,24715,15925,2
5284,26938,1309,530,0,25719,24387,5
5285,143297,892,737,1,15266,17559,2
5286,42756,1354,460,2,43565,28027,4
5287,63689,4592,443,2,38266,1446,0
5288,112452,520,826,2,11816,25439,0
5289,103951,2453,775,2,29447,23386,8
5290,54691,2536,567,2,26388,12519,0
5291,52368,3553,795,2,47470,26766,0
5292,124119,2925,787,1,21927,22074,1
5293,116915,2678,712,2,39468,24483,5
5294,54849,2652,797,0,45418,4735,6
5295,20423,1925,336,1,27806,10110,8
5296,147799,3079,831,0,23897,14283,3
5297,51393,1579,753,1,48991,7101,1
5298,85761,4576,781,2,47042,8562,7
5299,125168,959,847,2,4664,25605,6
5300,84908,1264,755,2,29234,27954,5
5301,52234,2635,500,1,1124,13619,8
5302,86424,2241,844,0,45769,3307,8
5303,61988,3407,501,1,27123,27658,2
5304,69588,3327,452,0,10451,24394,5
5305,135840,1243,736,0,34054,26622,1
5306,137140,4704,732,2,16250,9102,2
5307,122838,2037,840,1,31433,11025,8
5308,85389,4196,748,0,7402,8118,8
5309,49881,4106,396,0,20217,14873,9
5310,24366,2990,416,0,15284,14988,5
5311,132805,2664,840,1,8952,21321,8
5312,148868,2944,793,2,2712,24866,5
5313,49557,3099,341,1,23694,25769,1
5314,35225,1718,445,1,36857,2477,3
5315,148091,1954,784,2,44544,8613,1
5316,138472,1505,801,0,41907,1321,4
5317,101390,2607,830,1,631,19266,5
5318,43192,3258,351,1,5224,10517,7
5319,71161,3300,770,2,246,5687,5
5320,86288,3145,729,2,22906,8083,7
5321,118791,4646,710,1,7682,18178,6
5322,61901,2253,717,0,41497,4292,6
5323,60598,4609,760,2,28229,9302,1
5324,41773,4897,576,2,2561,28843,8
5325,58532,3795,834,0,49282,7738,3
5326,79934,1065,845,2,1762,607,1
5327,110083,3277,744,1,33071,12542,1
5328,118462,4904,780,1,27344,14114,6
5329,132050,4451,749,0,17343,4983,7
5330,146644,2029,762,1,18324,22509,1
5331,115473,1404,730,2,39035,24771,3
5332,139825,3343,711,2,37681,18853,1
5333,142951,3469,775,0,2573,10793,7
5334,115568,3547,758,1,16138,6482,0
5335,56064,2893,324,1,19418,22564,1
5336,63137,2748,557,1,7682,19093,8
5337,126200,3980,703,2,30340,23253,6
5338,126130,2240,748,0,22807,6946,9
5339,43395,4880,549,2,30122,23423,9
5340,134798,3571,817,1,32537,19326,7
5341,66638,954,373,0,42629,8990,4
5342,28449,1050,534,1,28113,15945,0
5343,78180,893,762,0,48230,2579,2
5344,75179,4974,831,2,27166,13393,5
5345,40086,620,328,2,40600,4478,2
5346,138574,516,750,0,920,10436,5
5347,109435,2612,802,0,19355,22453,7
5348,130267,2331,708,0,49622,7139,3
5349,125236,4082,735,1,22529,5301,3
5350,65698,3916,724,1,26402,14419,3
5351,53591,1500,558,2,2634,22135,2
5352,53945,1226,445,2,40686,16193,2
5353,86727,4310,815,1,26559,522,0
5354,96742,3942,842,1,34201,7496,2
5355,106564,4206,829,1,12703,14247,6
5356,91805,4967,780,0,6294,23529,7
5357,138067,2360,818,0,34295,26211,5
5358,46390,1388,490,1,26032,29254,6
5359,33160,1461,389,2,11574,2302,1
5360,132872,3797,772,0,42882,11308,9
5361,145943,4517,824,0,26429,6342,2
5362,78285,1099,718,2,14133,15203,6
5363,130325,3147,843,1,11073,23966,5
5364,80935,1222,818,0,21497,14589,8
5365,101393,2115,813,1,30510,28588,2
5366,45419,4662,555,0,19241,16612,1
5367,73024,4989,838,1,39764,19068,5
5368,97268,2240,818,2,30332,2245,6
5369,62478,3157,509,1,19901,6445,7
5370,90780,2712,706,1,15994,119,8
5371,95053,1414,723,2,26243,17120,0
5372,124644,4084,724,1,3877,17551,2
5373,111409,2053,744,2,26923,15726,2
5374,44585,544,307,1,25738,7577,0
5375,133508,4101,736,2,2242,7201,4
5376,21734,2650,458,1,18866,21292,2
5377,50418,2479,840,1,8178,5370,1
5378,72178,2200,772,2,41932,29979,8
5379,69443,1505,597,2,11828,14456,5
5380,121342,1222,803,1,1226,14798,0
5381,66227,3816,704,1,8389,20226,9
5382,138208,1150,774,1,29626,24175,5
5383,50906,2296,770,1,5163,7710,5
5384,57242,1847,799,0,23429,21773,3
5385,143896,4948,824,0,9598,5540,2
5386,77613,2852,727,0,28549,5775,3
5387,62978,4271,808,2,31416,29739,0
5388,40471,4463,520,0,6187,15350,7
5389,104675,1676,795,1,12167,10379,2
5390,66410,991,314,0,45178,12093,6
5391,74737,4608,747,1,7063,25657,1
5392,92064,2310,829,0,3990,16288,7
5393,61384,4757,428,0,29242,18852,8
5394,78102,4214,802,1,27268,2453,7
5395,38867,510,583,2,13651,12192,1
5396,77024,2914,784,0,44967,2414,1
5397,70827,3024,735,2,3255,24169,6
5398,129073,4118,712,0,33428,12971,5
5399,139152,1753,845,2,7058,22896,6
5400,20110,1360,377,0,2901,29798,5
5401,80411,4755,715,2,44634,3135,3
5402,38164,752,321,0,43314,3288,6
5403,48520,2681,557,0,44223,1778,3
5404,134348,1029,800,1,30851,22103,2
5405,102940,2493,795,2,24084,18384,8
5406,58117,4364,378,0,10371,27196,2
5407,42375,957,404,2,13040,6454,5
5408,103329,741,717,0,18606,4179,5
5409,71818,2984,723,1,4721,4453,3
5410,113989,3944,806,2,9730,25871,5
5411,99231,2304,802,2,49006,10497,1
5412,148919,2060,718,1,34151,28049,1
5413,20327,2714,434,1,15820,5114,4
5414,90429,4537,710,0,28607,7791,3
5415,58550,2626,822,1,9381,25808,9
5416,126372,2335,821,2,81,24351,5
5417,70145,1631,737,1,39361,27370,3
5418,145163,3429,719,2,19711,19348,4
5419,142016,2026,703,2,15446,8647,7
5420,146863,3144,843,0,1751,9443,1
5421,73938,3619,741,0,19558,11248,0
5422,121598,2207,796,1,42589,4075,1
5423,61420,2269,414,2,9671,27702,0
5424,67877,2344,722,2,34892,8106,0
5425,136288,1883,741,0,47139,3737,3
5426,61382,1084,798,0,8585,26223,8
5427,55490,1005,497,2,35718,12046,1
5428,88741,2701,794,2,16251,11296,8
5429,90673,1730,834,1,48985,45,9
5430,66942,1000,401,2,13172,20235,1
5431,140234,1893,835,2,8204,8554,6
5432,87169,1557,727,2,48442,27762,1
5433,97626,3429,704,0,3001,13257,1
5434,138793,634,803,0,32467,3576,7
5435,52977,2571,733,2,9441,17999,2
5436,66726,2345,570,2,46095,10351,0
5437,125592,760,818,2,24735,10205,3
5438,60628,717,598,0,2597,15939,7
5439,111010,920,846,2,8940,1404,4
5440,38588,3334,551,0,29546,9193,1
5441,97055,2498,838,0,4560,2629,3
5442,94341,715,814,1,25455,2396,1
5443,148726,2657,777,1,18531,9382,4
5444,32919,4119,340,2,8089,18935,1
5445,123462,3165,724,1,42706,27521,1
5446,126264,4920,738,2,31394,3637,2
5447,72406,2476,780,1,40287,27049,2
5448,139252,1396,747,1,19485,10803,3
5449,73710,4613,744,1,10304,14608,3
5450,113868,1150,780,1,18219,6210,6
5451,60914,3153,748,2,36155,8636,1
5452,149189,1332,763,1,13685,29075,7
5453,112414,2476,716,1,32930,18528,5
5454,137878,562,750,1,30413,25058,1
5455,30602,2550,379,2,41129,9857,3
5456,57766,2734,800,0,9492,21731,3
5457,126543,4769,786,2,44691,268,6
5458,106459,4839,832,0,31851,1576,1
5459,48773,4536,464,2,30696,16009,9
5460,23777,2485,400,0,17911,24165,2
5461,28942,3253,517,1,12693,9315,4
5462,53581,4382,833,1,38808,6798,2
5463,100936,4367,814,1,31448,26865,6
5464,92676,1246,811,0,18003,4035,1
5465,118279,3277,714,2,31785,228,2
5466,144495,1719,793,0,2378,2010,9
5467,66851,2972,582,1,48858,21989,1
5468,60647,4553,464,0,24521,7007,7
5469,44709,4282,359,1,11202,13875,5
5470,119804,3210,713,0,528,12192,5
5471,93627,2186,840,0,14701,25561,7
5472,120241,2478,708,1,37436,25605,0
5473,113388,4285,765,2,19694,3695,0
5474,46666,1489,475,1,43992,26543,0
5475,93148,3541,730,2,19773,22002,0
5476,129789,3547,814,2,9518,10658,1
5477,56208,2008,834,0,27063,25305,8
5478,65224,2157,746,0,3805,13141,1
5479,57837,2460,454,0,27098,17966,5
5480,84983,4145,713,1,1902,9775,5
5481,51849,3631,376,0,8061,28652,9
5482,59985,3320,745,1,49685,14718,1
5483,140157,2037,810,2,37971,11149,2
5484,27637,811,530,0,13869,213,9
5485,77100,3429,815,2,6753,24137,4
5486,34047,1567,337,0,6957,15187,2
5487,108488,2904,755,2,1831,28389,4
5488,69319,1691,817,1,18557,29119,7
5489,80485,1870,846,1,41138,15899,6
5490,52109,1498,362,1,22725,1477,2
5491,95322,1193,719,0,47370,8666,2
5492,58806,1733,385,0,22366,2072,2
5493,106724,4878,752,2,25319,26278,5
5494,128890,2483,769,0,45431,10235,9
5495,84797,3129,753,1,19686,24675,4
5496,129211,1878,803,2,40744,9627,1
5497,144547,1068,719,2,44462,9548,1
5498,61617,2021,513,2,21881,9108,4
5499,115159,4744,724,0,28300,2584,8
5500,56470,3081,793,2,37045,280,9
5501,97405,1680,735,2,41120,9368,5
5502,86638,3567,793,0,33197,10596,2
5503,97933,1936,731,2,19225,18789,1
5504,108621,967,788,0,16667,1324,4
5505,87865,2965,772,0,13278,3957,6
5506,95734,2440,712,2,47884,23381,8
5507,133278,1719,724,0,41413,2467,1
5508,131297,2634,717,0,31268,29604,2
5509,62402,4713,830,1,26437,5543,3
5510,128758,3074,823,1,38209,25303,4
5511,107814,3830,820,2,42469,20869,8
5512,36334,2761,517,1,12998,21766,2
5513,69308,865,494,0,45451,21288,8
5514,27158,1596,504,0,46772,12263,2
5515,125767,701,774,0,25545,23783,4
5516,49767,3596,402,1,35781,12628,4
5517,63698,703,495,2,13276,3192,2
5518,36902,3462,369,1,45012,18300,7
5519,70161,3798,764,0,753,15816,8
5520,137248,2032,766,2,44998,25957,0
5521,68451,2817,315,2,9565,458,3
5522,137598,1104,796,2,39601,11901,0
5523,57042,691,740,2,24456,21930,9
5524,65464,1326,830,0,25086,25503,7
5525,59546,3050,824,2,25760,10684,6
5526,85998,1146,845,1,31763,799,6
5527,85418,3211,841,1,14578,20266,9
5528,58503,783,760,1,3204,1510,7
5529,65451,1054,776,2,26330,28552,6
5530,78128,3496,769,2,13078,17581,2
5531,64286,1057,816,1,33320,8536,3
5532,125528,2483,797,2,13843,5504,3
5533,81277,907,801,1,36301,28617,4
5534,25103,2985,354,0,26782,25084,4
5535,53555,1551,759,2,7744,5303,6
5536,51602,3543,769,0,21853,23270,9
5537,72769,710,781,2,537,25319,6
5538,63204,3163,594,0,17510,5330,6
5539,74179,3635,724,2,41002,27617,0
5540,99000,4087,786,2,19510,22632,1
5541,94717,1214,710,0,48643,28604,7
5542,96757,2160,772,1,28115,27135,1
5543,42964,2748,507,1,42210,16149,0
5544,45878,817,372,1,15669,27260,8
5545,93030,4003,818,1,25796,10386,2
5546,107477,4209,710,0,17539,28465,7
5547,125114,1200,729,0,34085,17205,0
5548,88389,2683,757,1,10483,3024,3
5549,73420,3421,760,2,6310,29827,7
5550,124040,1050,805,1,32710,5914,4
5551,128750,2038,768,1,4667,10747,2
5552,77340,2303,703,2,24496,12530,1
5553,20808,1873,497,2,14500,19557,8
5554,97773,3705,740,2,20615,26611,7
5555,34327,2304,414,1,49956,14104,4
5556,45708,3918,570,1,40006,29900,7
5557,91222,2093,823,2,43911,14161,3
5558,56216,1226,400,0,28051,25921,1
5559,142968,2766,796,1,39591,27811,4
5560,99295,1963,721,0,22663,12177,2
5561,88625,685,768,0,25077,9446,3
5562,55808,2970,378,1,11567,8360,7
5563,105776,3616,703,2,9724,18275,0
5564,115015,923,766,2,23052,19248,0
5565,62859,4010,365,0,39082,17665,4
5566,121076,4067,727,1,13065,5576,5
5567,136486,3514,781,1,42998,5754,0
5568,23902,1618,338,1,43900,6175,4
5569,43675,1555,369,2,27486,12893,4
5570,41543,1518,317,1,28970,1626,6
5571,56413,3410,375,1,15797,27547,9
5572,102422,3320,815,2,5913,25491,4
5573,35383,3791,348,0,7278,16459,3
5574,99001,2624,777,0,49508,29973,3
5575,82358,3730,704,1,23439,3515,0
5576,51263,3091,849,0,45259,3931,4
5577,148430,1604,820,2,9317,7917,8
5578,37141,1051,322,2,34712,29485,6
5579,67209,2708,475,2,36526,23535,4
5580,111930,1412,718,1,36961,9,2
5581,73345,1244,836,0,48267,7350,3
5582,148479,2005,794,0,48471,1913,6
5583,32460,3289,311,1,42226,25506,1
5584,36727,4761,414,2,44583,592,2
5585,79414,3350,773,1,14018,9779,5
5586,58397,3836,752,1,14662,4296,2
5587,69854,2807,734,0,24474,22455,4
5588,124614,1483,714,0,34569,3300,2
5589,26476,1517,313,1,37921,27673,3
5590,92894,513,763,2,7844,8823,2
5591,69027,4915,729,2,32839,19193,2
5592,89644,3091,761,2,22326,25002,9
5593,70024,2630,772,1,21549,12059,3
5594,57900,1317,385,0,48777,15024,7
5595,79859,2983,738,1,22456,1161,4
5596,90152,4886,783,2,18438,14456,4
5597,93969,1580,781,2,2681,22671,5
5598,138040,1399,801,2,17901,24725,6
5599,129293,4163,704,1,46498,23377,8
5600,24586,1992,553,0,661,3138,5
5601,124596,3683,841,2,38704,8797,1
5602,103532,3631,795,2,45366,22909,5
5603,55088,4862,793,2,17472,21411,7
5604,67050,4025,799,2,21300,24824,0
5605,109125,938,798,2,47995,15798,5
5606,87403,4298,771,2,14819,24109,6
5607,28120,507,365,0,37069,5201,6
5608,67908,3379,433,2,19876,9683,1
5609,70407,3746,722,2,30720,10007,5
5610,112430,561,732,1,18991,8510,8
5611,57739,3657,732,2,30159,10379,2
5612,83600,4511,750,2,28964,16642,1
5613,30131,930,510,2,33968,14327,7
5614,79664,4092,740,0,26164,8334,8
5615,84349,3926,764,2,43614,24567,3
5616,51751,3942,532,1,28437,26574,9
5617,62448,940,562,1,33105,15831,0
5618,68849,2131,705,2,39517,20423,8
5619,146838,4880,735,1,41505,25854,5
5620,108286,4500,760,2,44415,298,5
5621,107193,4988,837,0,32485,21972,3
5622,27567,2419,426,2,40384,21900,4
5623,25906,2286,566,1,45837,15002,8
5624,62057,3177,437,0,7558,27388,1
5625,51399,2745,804,1,44583,28503,1
5626,43723,3348,526,0,328,4514,0
5627,144702,1155,820,1,45583,4508,3
5628,86799,2821,795,0,31171,18646,6
5629,87950,4427,706,2,40615,25178,6
5630,64169,4740,742,1,11780,7082,5
5631,63124,2402,586,0,26766,12743,2
5632,147553,840,820,1,49992,14311,6
5633,113798,4333,827,2,15373,18335,2
5634,80367,3500,726,2,16184,15338,9
5635,53823,4472,726,0,5456,23294,5
5636,139622,3872,743,0,29803,23535,3
5637,146067,2592,818,2,8918,20603,3
5638,30496,2669,470,1,20504,8527,7
5639,99692,3378,755,0,39816,29695,8
5640,91859,4218,721,2,47533,15942,6
5641,140676,1742,849,2,44064,18528,0
5642,29094,694,535,2,23913,11641,0
5643,135931,665,773,0,35252,10085,6
5644,118155,4065,822,2,23013,1200,2
5645,79436,3394,835,2,30068,19940,0
5646,108647,2114,840,0,32627,4840,2
5647,138308,4611,797,0,21094,29737,3
5648,38168,4379,539,0,27247,29780,8
5649,58288,2417,822,2,23975,14665,1
5650,144251,1525,787,0,39351,7739,1
5651,29657,4200,381,1,45980,18314,5
5652,128380,4881,791,0,41139,17489,0
5653,127317,4783,771,2,35808,20751,5
5654,86926,2026,793,1,13736,22188,2
5655,117805,3546,796,0,8944,19379,9
5656,125949,1332,846,1,21373,7522,6
5657,134644,2716,746,1,21360,26476,5
5658,57904,3247,333,2,12706,29067,1
5659,60382,1525,394,2,3741,19359,3
5660,98671,4851,836,0,45963,14168,1
5661,128230,3718,729,1,43255,1725,5
5662,102053,4551,757,0,30827,22581,0
5663,59051,1145,561,2,23154,8755,2
5664,118894,1402,707,2,23959,28017,6
5665,107167,4517,774,2,13601,8513,9
5666,64916,3477,335,2,11945,18311,1
5667,67826,2043,311,1,26497,5019,0
5668,55896,1032,510,0,40471,21095,3
5669,141239,2129,707,1,25412,15847,9
5670,37312,4261,388,1,19483,11926,0
5671,42066,1121,584,0,19530,28396,4
5672,102607,2055,833,1,37529,6604,9
5673,57591,4460,756,2,27186,5991,3
5674,145932,4425,781,1,8138,8597,7
5675,33078,2565,411,0,26919,8367,5
5676,66666,2517,756,0,29407,9520,8
5677,88746,1320,840,2,43164,10172,1
5678,113316,879,758,1,49472,13717,9
5679,40330,3576,572,2,23570,20946,2
5680,114353,1584,839,2,29052,17719,3
5681,116550,2888,728,0,10311,15536,8
5682,125594,2862,706,2,2913,15996,6
5683,45370,3596,456,0,17481,14455,0
5684,70825,1210,768,1,597,4489,9
5685,147060,4073,792,1,45351,15337,4
5686,22600,640,379,2,41499,29461,7
5687,117283,3849,789,2,18642,11204,8
5688,23454,2917,416,0,2193,1066,5
5689,85828,3340,775,1,45105,3090,1
5690,91248,1737,797,2,45657,25510,1
5691,131753,2777,741,0,36546,28991,3
5692,125273,3977,830,0,14498,14430,9
5693,137724,2356,743,0,49271,9075,6
5694,118169,3733,773,1,24776,25205,3
5695,50104,4752,529,2,20670,22644,3
5696,64124,1813,754,2,47924,17629,2
5697,68983,997,793,1,33372,23873,0
5698,105695,4582,710,0,19357,4829,5
5699,64216,4370,592,1,41088,23168,9
5700,60261,2759,777,1,34633,7735,9
5701,56161,4678,720,1,25823,12832,9
